"text","postUrl","replies/0/id","replies/0/likesCount","replies/0/owner/fbid_v2","replies/0/owner/full_name","replies/0/owner/has_onboarded_to_text_post_app","replies/0/owner/id","replies/0/owner/is_mentionable","replies/0/owner/is_private","replies/0/owner/is_verified","replies/0/owner/latest_reel_media","replies/0/owner/profile_pic_id","replies/0/owner/profile_pic_url","replies/0/owner/username","replies/0/ownerProfilePicUrl","replies/0/ownerUsername","replies/0/repliesCount","replies/0/text","replies/0/timestamp"
"@tasyafarasya @nandaarsynt @jharnabhagwani 😍 mereka idola aku","https://www.instagram.com/p/C7898a4yvtT/",,,,,,,,,,,,,,,,,,
"❤️❤️❤️❤️❤️❤️","https://www.instagram.com/p/C_DNtICyqpK/",,,,,,,,,,,,,,,,,,
"😍😍😍😍😍😍","https://www.instagram.com/p/C_DNtICyqpK/",,,,,,,,,,,,,,,,,,
"🔥🔥🔥🔥","https://www.instagram.com/p/C-9_4PdyVgE/",,,,,,,,,,,,,,,,,,
"😍😍😍😍😍","https://www.instagram.com/p/C-9_4PdyVgE/",,,,,,,,,,,,,,,,,,
"Yeaaayyyy❤️🙌","https://www.instagram.com/p/C-9_4PdyVgE/",,,,,,,,,,,,,,,,,,
"Aplikasi lo makin kesini makin tololll , reward receh aja nunggu hasil pengecekannya bisa beminggu "" ,  parahh makinn beloon ini aplikasii mekanisme dan sistemnya","https://www.instagram.com/p/C_Cxbkzy6f9/",,,,,,,,,,,,,,,,,,
"Yang pernah kena kepret baliho --------------------------->","https://www.instagram.com/p/C29n7rwrmIO/",,,,,,,,,,,,,,,,,,
"tidak efektif tapi bagus buat perekonomian  dari biaya cetak biaya pasang baliho dan nambabin kerja satpol pp klo sdh masa damai mau pencoblosan akan banyak terpal atau banner gratis","https://www.instagram.com/p/C29n7rwrmIO/",,,,,,,,,,,,,,,,,,
"Mind blowing banget! Nice info Populix!","https://www.instagram.com/p/C29n7rwrmIO/",,,,,,,,,,,,,,,,,,
"❤️❤️❤️","https://www.instagram.com/p/DLotecGR7Ap/",,,,,,,,,,,,,,,,,,
"Terimakasih infonya min","https://www.instagram.com/p/DHuv7hITWV1/",,,,,,,,,,,,,,,,,,
"😂😂😂","https://www.instagram.com/p/C3r96vwr2mx/",,,,,,,,,,,,,,,,,,
"Populix anjjing udh ngisi survei tapi uangnya ga masuk tai bgt lu","https://www.instagram.com/p/C3r96vwr2mx/",,,,,,,,,,,,,,,,,,
"Ya kan panas","https://www.instagram.com/p/C3r96vwr2mx/",,,,,,,,,,,,,,,,,,
"Siap min😁","https://www.instagram.com/p/C3r96vwr2mx/",,,,,,,,,,,,,,,,,,
"Hayoooo berapa limit jalan kakinya 😂 100 m, 300? Atau 500m udah call ojek? Kayak @zimi95 😂","https://www.instagram.com/p/C3r96vwr2mx/",,,,,,,,,,,,,,,,,,
